title,authors,doi,year,source,url
The performance efficiency of the virtual hadoop using open big data,Lněnička M.,,2015-01-01,Scientific Papers of the University of Pardubice Series D Faculty of Economics and Administration,https://api.elsevier.com/content/abstract/scopus_id/84929649247
A multi-objective simulator for optimal power dimensioning on electric railways using Cloud Computing,Fernández A.G.,10.5220/0005573404280438,2015-01-01,Simultech 2015 5th International Conference on Simulation and Modeling Methodologies Technologies and Applications Proceedings,https://api.elsevier.com/content/abstract/scopus_id/84960947931
SLA enactment for large-scale healthcare workflows on multi-Cloud,Jrad F.,10.1016/j.future.2014.07.005,2015-01-01,Future Generation Computer Systems,https://api.elsevier.com/content/abstract/scopus_id/84911434430
Microservices validation: Methodology and implementation,Savchenko D.,,2015-01-01,Ceur Workshop Proceedings,https://api.elsevier.com/content/abstract/scopus_id/84960948128
A storage method of ontology based on graph database,Zhang H.,,2015-01-01,Proceedings of Science,https://api.elsevier.com/content/abstract/scopus_id/84988461454
An automated semantically enabled fuzzy based SLA in cloud computing environment using multi-agent system,Parhi M.,10.1007/978-3-319-20294-5_38,2015-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/84946121644
FITeagle: A semantic testbed management framework,Willner A.,10.4108/icst.tridentcom.2015.259748,2015-01-01,Lecture Notes of the Institute for Computer Sciences Social Informatics and Telecommunications Engineering Lnicst,https://api.elsevier.com/content/abstract/scopus_id/85188616231
Requirement-oriented privacy protection analysis architecture in cloud computing,Ke C.,10.12720/jcm.10.1.55-63,2015-01-01,Journal of Communications,https://api.elsevier.com/content/abstract/scopus_id/84922051649
Linked USDL business policy specifications as ws-agreement templates,Arampatzis I.,10.1007/978-3-319-14886-1_20,2015-01-01,Communications in Computer and Information Science,https://api.elsevier.com/content/abstract/scopus_id/84924205569
Towards a system for cloud service discovery and composition based on ontology,Guerfel R.,10.1007/978-3-319-24306-1_4,2015-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/84983732453
EHealth recommendation service system using ontology and case-based reasoning,Lee H.J.,10.1109/SmartCity.2015.217,2015-01-01,Proceedings 2015 IEEE International Conference on Smart City Smartcity 2015 Held Jointly with 8th IEEE International Conference on Social Computing and Networking Socialcom 2015 5th IEEE International Conference on Sustainable Computing and Communications Sustaincom 2015 2015 International Conference on Big Data Intelligence and Computing Datacom 2015 5th International Symposium on Cloud and Service Computing Sc2 2015,https://api.elsevier.com/content/abstract/scopus_id/84973908836
Exchange of data for big data in hybrid cloud environment,Hwang C.G.,10.14257/ijseia.2015.9.4.08,2015-01-01,International Journal of Software Engineering and Its Applications,https://api.elsevier.com/content/abstract/scopus_id/84928987800
To evaluate the performance analysis of auto-mated cloud services life cycle provided by cloud centers using queuing systems,Santhosh G.,,2015-01-01,International Journal of Applied Engineering Research,https://api.elsevier.com/content/abstract/scopus_id/84942807397
A secure method for enhancing cloud services lifecyle using ontology,Shanmugapriyaa M.,,2015-01-01,International Journal of Applied Engineering Research,https://api.elsevier.com/content/abstract/scopus_id/84942895525
Semantic web technologies in cloud environment,Veeranjaneyulu N.,,2015-01-01,International Journal of Applied Engineering Research,https://api.elsevier.com/content/abstract/scopus_id/84938056371
Towards a cloud ontology clustering mechanism to enhance Iaas service discovery and selection,Uchibayashi T.,10.1007/978-3-319-21404-7_40,2015-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/84948969453
Developing an ontology for cloud-based archive systems,Askhoj J.,10.1504/IJMSO.2015.068253,2015-01-01,International Journal of Metadata Semantics and Ontologies,https://api.elsevier.com/content/abstract/scopus_id/84926032969
"REST-based Ambient Intelligent, pervasive Care Services Platform (RACS) in the cloud for aging-in-place",Su C.J.,10.1201/b17990-4,2015-01-01,New Ergonomics Perspective Selected Papers of the 10th Pan Pacific Conference on Ergonomics,https://api.elsevier.com/content/abstract/scopus_id/84941569324
An OWL ontology to support cloud portability and interoperability,Di Martino B.,10.1504/IJWGS.2015.070972,2015-01-01,International Journal of Web and Grid Services,https://api.elsevier.com/content/abstract/scopus_id/84938936736
Data access in cloud HICM solutions. An Ontology-Driven analytic hierarchy process based approach,Colomo-Palacios R.,10.1007/978-3-319-26138-6_36,2015-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/84950997684
Cloud service brokerage: Strengthening service resilience in cloud-based virtual enterprises,Veloudis S.,10.1007/978-3-319-24141-8_11,2015-01-01,IFIP Advances in Information and Communication Technology,https://api.elsevier.com/content/abstract/scopus_id/84945948107
Ontology of Secure Service Level Agreement,Lee C.Y.,10.1109/HASE.2015.33,2015-01-01,Proceedings of IEEE International Symposium on High Assurance Systems Engineering,https://api.elsevier.com/content/abstract/scopus_id/84936882314
Service composition towards increasing end-user accessibility,Kaklanis N.,10.3233/978-1-61499-566-1-621,2015-01-01,Studies in Health Technology and Informatics,https://api.elsevier.com/content/abstract/scopus_id/84952062939
Standard provenance reporting and scientific software management in virtual laboratories,Wise C.,,2015-01-01,Proceedings 21st International Congress on Modelling and Simulation Modsim 2015,https://api.elsevier.com/content/abstract/scopus_id/84976638637
Biomedical ontology matching as a service,Amin M.B.,10.1007/978-3-319-14424-521,2015-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/84927722553
COHeRE: Cross-Ontology Hierarchical Relation Examination for Ontology Quality Assurance,Cui L.,,2015-01-01,AMIA Annual Symposium Proceedings AMIA Symposium,https://api.elsevier.com/content/abstract/scopus_id/85011770997
Towards realizing the secured multilateral co-operative computing architectural framework,Manu A.R.,10.1109/CCEM.2014.7015498,2015-01-01,2014 IEEE International Conference on Cloud Computing in Emerging Markets Ccem 2014,https://api.elsevier.com/content/abstract/scopus_id/84923233811
Conceptualized Policy Design for User-Regulated Trusted Clouds,Kebbedies J.,10.1109/UCC.2015.105,2015-01-01,Proceedings 2015 IEEE ACM 8th International Conference on Utility and Cloud Computing Ucc 2015,https://api.elsevier.com/content/abstract/scopus_id/84965047584
Flexible cloud architecture for healthcare applications,Mandal A.K.,10.1007/978-81-322-1985-9_8,2015-01-01,Advances in Intelligent Systems and Computing,https://api.elsevier.com/content/abstract/scopus_id/84906877028
Cloud based search engine,Nithya G.,,2015-01-01,Arpn Journal of Engineering and Applied Sciences,https://api.elsevier.com/content/abstract/scopus_id/84927139103
Understanding software provisioning: An ontological view,Pyshkin E.,10.1007/978-3-319-16313-0_7,2015-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/84924559460
"Semantic engine and cloud agency for vendor agnostic retrieval, discovery, and brokering of cloud services",Amato A.,10.1007/978-3-319-19848-4_2,2015-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/84947923592
A topic-level privacy preserving search in the medical field,Tian M.,10.1109/SmartCity.2015.223,2015-01-01,Proceedings 2015 IEEE International Conference on Smart City Smartcity 2015 Held Jointly with 8th IEEE International Conference on Social Computing and Networking Socialcom 2015 5th IEEE International Conference on Sustainable Computing and Communications Sustaincom 2015 2015 International Conference on Big Data Intelligence and Computing Datacom 2015 5th International Symposium on Cloud and Service Computing Sc2 2015,https://api.elsevier.com/content/abstract/scopus_id/84973862186
Ontology Based APT Attack Behavior Analysis in Cloud Computing,Choi J.,10.1109/BWCCA.2015.69,2015-01-01,Proceedings 2015 10th International Conference on Broadband and Wireless Computing Communication and Applications Bwcca 2015,https://api.elsevier.com/content/abstract/scopus_id/84964974999
High level models for IaaS cloud architectures,Komarek A.,10.1007/978-3-319-16211-9_22,2015-01-01,Studies in Computational Intelligence,https://api.elsevier.com/content/abstract/scopus_id/84938274671
Cloud description ontology for service discovery and selection,Rekik M.,10.5220/0005556400260036,2015-01-01,Icsoft Ea 2015 10th International Conference on Software Engineering and Applications Proceedings Part of 10th International Joint Conference on Software Technologies Icsoft 2015,https://api.elsevier.com/content/abstract/scopus_id/84965070030
Developing a disposition for social innovations: An affective-socio-cognitive co-design model,Lee C.S.,,2015-01-01,Proceedings of the 12th International Conference on Cognition and Exploratory Learning in the Digital Age Celda 2015,https://api.elsevier.com/content/abstract/scopus_id/84961839087
Automation of SLA life cycle in cloud using semantic negotiation,Saravanan K.,,2015-01-01,International Journal of Applied Engineering Research,https://api.elsevier.com/content/abstract/scopus_id/84937828826
Productpedia – a collaborative electronic product catalog for ecommerce 3.0,Tan W.K.,10.1007/978-3-319-20895-4_34,2015-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/84947234784
Mobile based privacy protected location based services with three layer security,Lakshmi Praba N.,,2015-01-01,International Journal of Applied Engineering Research,https://api.elsevier.com/content/abstract/scopus_id/84927721039
Security policies matching through ontologies alignment to support security experts,Benammar O.,,2015-01-01,Journal of Theoretical and Applied Information Technology,https://api.elsevier.com/content/abstract/scopus_id/84920944958
Predator-prey model for infectious virtual machines in IaaS cloud environment based on Lakota-Volterra equation,Dash S.B.,10.3923/ajit.2015.84.91,2015-01-01,Asian Journal of Information Technology,https://api.elsevier.com/content/abstract/scopus_id/84946019275
Evolution and overview of linked USDL,Cardoso J.,10.1007/978-3-319-14980-6_5,2015-01-01,Lecture Notes in Business Information Processing,https://api.elsevier.com/content/abstract/scopus_id/84921981528
One decade of the Data Fusion Information Group (DFIG) model,Blasch E.,10.1117/12.2176934,2015-01-01,Proceedings of SPIE the International Society for Optical Engineering,https://api.elsevier.com/content/abstract/scopus_id/84946070988
A Multi-agent-Based Framework for Cloud Service Description and Discovery Using Ontology,Parhi M.,10.1007/978-81-322-2012-1_35,2015-01-01,Advances in Intelligent Systems and Computing,https://api.elsevier.com/content/abstract/scopus_id/84906928239
